Category,Media,Fact,Generated News,Subjective Commentary,Basic Faults,Additional Faults,Predicted Score,Basic Faults Counts,Additional Faults Counts,Generated News Words Count,Correctness,Basic Faults Split,Additional Faults Split,Predicted Results,Predicted Correctness
Entertainment & Sport,Xinhua News Agency,7,"7月23日晚，东京新国立竞技场迎来了第32届夏季奥林匹克运动会的开幕式。奥运圣火在巨大鼓声中被点燃，随后熊熊燃烧。五环旗帜在场馆中飘扬，奥运之光辉映照整个体育场，让人们感受到了难以言喻的震撼与感动。

今年的夏季奥林匹克运动会原本应该在2020年举行，但由于新冠肺炎疫情的影响，被迫推迟到了今年。虽然在全球范围内新冠肺炎疫情仍然严峻，但这并没有阻挡奥运的脚步。本届奥运会的参赛国家和运动员数量虽然有所减少，但运动员精神与顽强拼搏的精神和格局却仍然得到了全球的关注和支持。

在开幕式上，与会者们见证了一个又一个精彩的表演。从日本的传统文化表演到最新的现代科技展示，无一不体现出了新时代的活力和创造力。演出中出现的各种角色和道具，不仅展示了东京的独特魅力，也向全球观众传递了积极向上的能量。

同时，本届奥运会不仅注重运动员的角逐，也把关注点放在人民生命健康和世界和平上。运动员们的饱满斗志和顽强拼搏精神无疑将为全球疫情防控注入一股强大的正能量。

整个开幕式的演出，在场馆内外的观众和全球观众间传递着暖意与自信。奥运五环旗帜穿透新冠肺炎疫情的阴霾，为人们带来了温暖与力量。相信在这样的大境下，星星之火，也能燎原，文体娱乐行业也并不仅仅是娱乐。",Yes,,,0.1191645935177803,0,0,521,All Correct,,,Truth,Correct
Entertainment & Sport,Xinhua News Agency,7,"7月23日晚，奥运圣火在东京新国立竞技场燃起，标志着第32届夏季奥林匹克运动会正式拉开帷幕。这是一场盛大而震撼人心的开幕式，五环旗帜作为奥运的象征，也为人们带来无限的光彩与祝福。

此次奥运会的举办恰逢全球新冠疫情流行，而东京也成为全球最新的重灾区。然而，奥运五环旗帜的闪耀与辉煌，穿透阴霾，为人们带来温暖和力量，透露出新的希望与未来。

当五位日本运动员登上场地，扛起五环旗帜，长长的带子轻轻飘动，场上的气氛瞬间被感染，观众纷纷起立，欢呼着，激动地鼓掌。这五棵彩旗代表着五大洲联合，它们展现着奥运会的核心理念：和平、团结、友谊和进步。

五环旗帜首次出现于1913年的国际奥林匹克委员会会议上，由法国人皮埃尔·德·顾拜旦设计。这个设计为奥林匹克运动会带来了更多的文化和艺术元素，也彰显了它的国际化与全球性。在海选阶段，曾有多组方案，但最终决定选择五环来代表着五大洲之间的连结和合作，展示世界各国之间的契约与协议精神。

随着时间的推移，五环旗帜已经成为了奥运会的象征。每年奥运会前期，五环旗帜的升降仪式必须举行，以彰显其重要性和意义。五环旗帜成为了国际间的公认标志，受到世界上所有运动员和肆意崇拜者的喜爱和尊重。

在此次东京奥运会的开幕式上，五环旗帜再次成为了亮丽的主角。它代表着全人类对于和平与友谊的向往，在这个人类历史的关键时刻，它的光芒让我们更加坚定前进的决心与信心，满怀希望地迎接未来的挑战。",Yes,,当五位日本运动员登上场地，扛起五环旗帜|,0.0868786349892616,0,1,602,Basic Correct,,"当,五位,日本,运动员,登上,场地,扛起,五环,旗帜",Truth,Incorrect
Entertainment & Sport,Xinhua News Agency,7,"7月23日晚，东京新国立竞技场内座无虚席，万众瞩目的第32届夏季奥林匹克运动会正式拉开帷幕。随着奥运圣火的熊熊燃烧，开幕式达到了高潮。

五环旗帜高高飘扬，奥林匹克圣火现身竞技场中央。面对新冠肺炎疫情带来的挑战，如同一束光芒穿透云层，为人们带来温暖与力量。值得一提的是，此次奥运会采取了严格的防疫规定，为了确保运动员和工作人员的健康安全，将没有观众进场观看比赛。

开幕式的舞台设计十分巧妙，以日本的“和”文化为主题，通过传统的艺术形式展现了日本独特的文化魅力。舞台上的表演饱含哲思，将东西方文化巧妙融合在一起，不禁让人感叹艺术的海纳百川。

此外，开幕式还特别邀请了日本天皇和国际奥委会主席出席。天皇发表了致辞，表示日本为能够承办此次奥运会感到无比自豪，同时也祝愿比赛取得圆满成功。国际奥委会主席则表示，尽管这届奥运会面临着前所未有的挑战，但相信日本可以办好这届奥运会。他还呼吁全体运动员向观众展现最佳的竞技风貌。

对于整个世界来说，这次奥运会都是具有意义的，它象征着对于疫情的抗争和人类的共同努力。期待在接下来的比赛中，运动员们能够取得优异的成绩，为整个国家争光，为人类文明发展做出更大的贡献。",Yes,,以日本的“和”文化为主题|,0.0825510546565055,0,1,500,Basic Correct,,"以,日本,的,“,和,”,文化,为主题",Truth,Incorrect
Entertainment & Sport,Xinhua News Agency,7,"7月23日晚，寒意袭来，但当奥运圣火在东京新国立竞技场点燃时，人们的心中燃起了激情。

第32届夏季奥林匹克运动会正式拉开帷幕。在疫情的重重阴霾下，奥运的盛典凭借五环旗帜穿透黑暗的阴影，成为了一道温暖而强大的光芒。

在新冠肺炎疫情的冲击下，日本政府和东京奥组委面临着前所未有的艰难挑战，他们必须采取一系列严格的防控措施，来保证运动员和工作人员的安全。

值得一提的是，本届奥运会是历史上第一次取消观众入场门票的奥运会。这虽然让奥运的气氛有所削弱，但也更加凸显了对于运动员和工作人员安全的重视。

开幕式节目的呈现，更是让人们见证了日本文化之美。

从气势磅礴的空中太鼓演奏，到绚丽多彩的日本动漫元素，一幅又一幅画面在观众眼前徐徐展开。而当几位医务工作者象征性地接过火炬时，更是引发了全场的掌声和感动。

这场奥运，不仅是一个竞技盛会，更是对于全世界的鼓励和激励。奥运会旨在通过运动来弘扬人类精神和价值观，而在这个特殊的历史时期，我们更需要这种力量和感动。

“Let’s go Tokyo 2020！”让我们共同期待这场奥运盛宴所带来的新的历史意义和人类美好的未来。",Yes,,从气势磅礴的空中太鼓演奏|绚丽多彩的日本动漫元素|,0.1124335899949073,0,2,484,Basic Correct,,"从,气势磅礴,的,空中,太鼓,演奏,绚丽多彩,的,日本动漫,元素",Truth,Incorrect
Entertainment & Sport,Xinhua News Agency,7,"“2021年东京奥运会正式开幕！”7月23日晚，当5个火焰与7个圆圈交织起来，压在奥运五环旗下的竞技场全体观众、奥运会志愿者、运动员们都高呼欢呼！这是一次让人心潮澎湃的时刻。

历经一年推迟，新冠肺炎疫情加剧，东京奥运终于在疫情阴霾下“开门迎客”。虽然现场人数被限制了，但观众们还是对这一时刻难掩激动。英国电视台俏皮地称之为“重头戏”的传统节目将会在15个日子内举行：构成了从田径、网球、高尔夫到跳水、击剑、帆船等大大小小43项项目体育盛宴。

新型冠状病毒的传播和变异对于运动员而言也证明不是小事。早在比赛前两天，因新冠确诊被迫退赛的选手已经从各个国家传来。

值得一提的是，中国代表团的运动员们在这场疫情下的表现颇为抢眼。穿着亮丽并且彰显民族文化的队服，150多名中国国家代表团运动员在外滩举行了一场特别的向奥林匹克精神致敬的场面。为中国领奖台的荣誉而战，他们在各项比赛中都付出了极大的努力。在同时进行的比赛中，中国主力体操选手已经在全世界的目光中开始争夺奖牌。

此外，在现场各个表演环节中，给观众留下最深印象的还是日本宇宙人Akihiko Kondo和他3.16万元的“人工智能婚礼”。Kondo用他的AI妻子“Miku-san“一起观看了开幕式。与会者对这段婚礼仪式反响热烈，并感叹：真是人工智能领域的新时代。

整个开幕仪式在元首明瞭的音效下，为我们呈现了一场幽美而壮丽的视觉盛宴。虽然在现场的观众和跨越海洋的观众之间存在着物理和感知的断裂，但在奥运圣火燃烧的时刻，我们每个人都为之振奋了。这是我们为了世界上最好的运动员们，为那些当下需要力量和希望的人们而聚集在一起的时刻，一道熠熠生辉的竞技殿堂将会在15天内生动、激烈地呈现在我们面前。",Yes,,大大小小43项项目体育盛宴|15个日子内举行|150多名中国国家代表团运动员在外滩举行了一场特别的向奥林匹克精神致敬的场面|在现场各个表演环节中，给观众留下最深印象的还是日本宇宙人Akihiko Kondo和他3.16万元的“人工智能婚礼”|,0.1530400961637497,0,4,725,Basic Correct,,"大大小小,43项,项目,体育,盛宴,15个,日子,内,举行,150多名,中国,国家,代表团,运动员,在,外滩,举行,了,一场,特别,的,向,奥林匹克,精神,致敬,的,场面,在,现场,各个,表演,环节,中,给,观众,留下,最深,印象,的,还是,日本,宇宙,人,Akihiko Kondo,和,他,3.16万元,的,“,人工智能,婚礼,”",Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"吴亦凡涉强奸被刑事拘留 北京公安：案件侦办工作正在进一步开展

内地男星吴亦凡近期被内地网红都美竹曝光“选妃潜规则”，指他借挑选艺人为借口“潜规则”女艺人，并卷入桃色纠纷。北京公安曾表示会介入调查，近日（7月31日），北京公安官方微博“平安北京朝阳”发布最新消息，称吴亦凡涉嫌强奸罪，目前被刑事拘留。

据报道，吴亦凡涉嫌在2015年和2016年期间，多次利用工作机会以及其所在的公司资源，在北京和上海地区“潜规则”多名女性，涉嫌强奸罪。案件侦办工作正在进一步开展中。

这起事件引起了不少网友的关注和讨论。一些人表示支持警方追究法律责任，也有人呼吁保护被害人权益，呼吁娱乐圈整治。同时，也有不少粉丝心痛表示无法接受此消息。

吴亦凡是一位崭露头角的实力派歌手和演员，曾获得过多个音乐和演艺奖项。然而，此次事件的发生，让他的事业和名誉蒙上了阴影，也引发了娱乐圈以及社会公众对于“选妃潜规则”等问题的关注和反思。",No,吴亦凡涉嫌在2015年和2016年期间|,,0.295468121767044,1,0,405,Incorrect,"吴亦凡,涉嫌,在,2015年,和,2016年,期间",,Probably Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉嫌強姦罪被刑事拘留，引起社會廣泛關注。據北京公安官方微博“平安北京朝陽”31日晚公布的消息，吳亦凡涉嫌強姦罪，目前已被刑事拘留，案件偵辦工作正在進一步開展。

吳亦凡因為涉及「選妃潛規則」爆出婚內出軌的指控，引起國內外媒體廣泛報導和網民爭議。而此次被刑事拘留是與其涉嫌強姦罪有關。

北京公安表示，吳亦凡涉嫌強姦罪，是根據相關證據和調查結果做出的判斷。目前，警方正在進一步偵辦此案。

作為一位強調自由的文藝工作者，吳亦凡的事件引起很多人的思考和關注。不過，在此事件中，我們更應關注的是強姦行為的錯誤和危害，以及如何防範和打擊類似事件的發生。

事實上，強姦罪一直是社會禁忌和公共道德的重要問題。希望此次事件能引起社會更多關注，加強對強姦罪的預防和打擊，保障婦女和少數弱勢群體的權益和安全。",Yes,婚內出軌|,,0.3441250026226043,1,0,353,Incorrect,"婚,內,出軌",,Probably Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉嫌強姦罪被刑事拘留，引發娛樂圈和粉絲的強烈反應。這起事件源於內地網紅都美竹的炸彈性言論，指控吳亦凡利用挑選藝人的名義，「潛規則」女藝人，引發網民和媒體的廣泛關注。

根據北京公安官方最新消息，吳亦凡涉嫌強姦罪被刑事拘留，案件偵辦工作正在進一步開展。消息一出，立即引發網友熱議，各大媒體也紛紛報導此事件。

吳亦凡一度是香港、內地及海外演藝圈的炙手可熱的男星，多年來活躍於電影、音樂和模特界。然而，這起事件的發生，讓他的演藝事業陷入了危機之中。

從都美竹的一番指控開始，事件不斷發酵。她爆料稱，吳亦凡不僅有誘騙女藝人發生性關係的行為，還會施加壓力和威脅。這些行為讓她非常氣憤，選擇公開揭露。

在事件曝光後，吳亦凡和他的團隊也發聲回應。他們否認了所有指控，表示這些都是完全虛假的言論。然而，北京公安進一步調查後，卻得出了他涉嫌強姦罪的結論。

據悉，這起事件引起了各方的關注和關切。紐約時報及BBC等國際媒體也報導了這一事件，吸引了全球眾多粉絲的關注。

消息一出，許多吳亦凡的粉絲表示非常失望和心痛。許多人認為，這起事件對他的聲譽和事業帶來了極大的打擊，無論結果如何，他都需要面對嚴重的後果。

總之，吳亦凡被刑事拘留的消息，讓他的演藝事業遭受了巨大的震盪。隨著案件的進一步調查，相信會有更多的細節浮出水面，引起社會更廣泛的討論和反思。",No,Time Not Mentioned|,,0.2234216034412384,1,0,577,Incorrect,Time Not Mentioned,,Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉強姦案件一事，近日一直在網絡上廣泛討論。昨晚（31/7），北京公安通過官方微博發布消息，指吳亦凡已被刑事拘留。北京公安還表示，案件偵辦工作正在進一步開展。

吳亦凡涉強姦罪一事，起源於內地網紅都美竹爆料指出他的「選妃潛規則」，指他借藝人甄選之名，實際上是對女藝人進行性侵犯，引起網友譁然。此後，不少女星紛紛站出發聲，以證實吳亦凡存在性侵犯行為。

北京公安表示，吳亦凡的涉強姦罪，是根據公安機關的調查與證據彙整而成。目前，吳亦凡已經被刑事拘留，警方正在進一步調查此案。

這起事件引起了社會廣泛關注。不少網友紛紛表達對受害者的關懷和支持，呼籲社會更多關注性侵犯問題，加強對此類罪行的打擊和預防。另外，也有不少網友表達對吳亦凡深感失望與憤怒，譴責他的惡行。

目前，吳亦凡的涉強姦罪案件還在持續調查中，我們將繼續關注此事件的進展。",No,,不少女星紛紛站出發聲，以證實吳亦凡存在性侵犯行為|,0.4747379422187805,0,1,372,Basic Correct,,"不,少女,星,紛紛,站出,發聲,以,證,實,吳,亦,凡,存在,性侵犯,行為",Probably Truth,Partially Correct
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡近來捲入了桃色糾紛中，他被內地網紅都美竹揭發涉嫌利用選拔藝人為藉口，潛規則女藝人一事引起了廣泛關注。北京公安也表示會介入調查此事，最新消息顯示，吳亦凡涉嫌強姦罪，目前已被刑事拘留。

事實上，自從都美竹曝光吳亦凡潛規則女藝人的消息以來，這個事件一直都在網絡上熱議不停。許多人對此事表示關注，也有人質疑都美竹的動機和所述是否屬實。然而今晚，北京公安通過官方微博證實了吳亦凡的涉案情況，也讓人們對此事更加關注。

據北京公安透露，吳亦凡涉嫌強姦罪，目前已經被刑事拘留。此外，北京公安也指出，案件的調查工作正在進一步開展，相信在之後會有更多的進展和掌握更多的證據。

此次吳亦凡的涉嫌強姦罪事件，不僅引起網友關注，也讓娛樂圈內的藝人紛紛表態。許多人都表示，如果真有此事，應該絕不姑息，必須將法律定罪。同時，也有一些人對吳亦凡的生涯和人生表示關注，許多人擔心此事會給他的未來造成太大的影響。

目前吳亦凡是否涉嫌其他罪行尚不清楚，這也是之後調查工作要關注的重點之一。對於此次事件的真相，人們將繼續關注並等待更多進展的消息。",No,Time Not Mentioned|,也讓娛樂圈內的藝人紛紛表態|,0.3384532332420349,1,1,464,Incorrect,Time Not Mentioned,"也,讓娛樂圈內,的,藝,人,紛紛,表,態",Probably Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉嫌強姦罪被刑事拘留的消息，擾動了整個娛樂圈。根據北京公安局發布的最新消息，該案件偵辦工作正在進一步開展中。

吳亦凡早前被內地網紅都美竹爆出「選妃潛規則」，揭露他借挑選藝人為藉口而「潛規則」女藝人，引起廣泛關注。北京公安隨後表示將會介入調查，此消息更加劇了外界對吳亦凡是否有違法行為的猜測。

然而，當地時間7月31日晚間，北京公安透過官方微博「平安北京朝陽」發布消息，證實了吳亦凡涉嫌強姦罪的消息，並且目前已經被刑事拘留。

吳亦凡是中國娛樂圈中的知名人士之一，也是一位活躍在跨國娛樂領域的藝人。其涉嫌違法行為的消息傳出後，引起了不少熱議和討論，也讓人們重新關注了娛樂圈的黑暗面。

對於此消息，吳亦凡方面尚未進行回應。目前，案件仍在進一步調查中，外界也將繼續關注此事的發展。",No,,,0.4576392471790313,0,0,347,All Correct,,,Probably Truth,Correct
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡遭到爆料涉嫌偷情風波已引發不少討論，今晚北京公安透過官方微博「平安北京朝陽」發布最新消息，表示吳亦凡涉嫌強姦罪被刑事拘留。

吳亦凡因桃色糾紛在網路上炒得沸沸揚揚已有一段時間，此次被刑事拘留引起了廣泛討論。據分析，吳亦凡此次案件涉及強姦罪，事態嚴重，將會引起社會儘早關注。

至於案件偵辦工作，北京公安表示，正在進一步開展。目前，進展情況仍然不明，這也引起許多人的關注和期待，希望能夠盡早公開案件的真相和最新進展情況。

吳亦凡不僅是內地的流行歌手，還在電影、電視等領域都有著不俗的表現，此次事件的發生不僅震驚了粉絲和娛樂圈，也警示著藝人要更加遵守法律和社會規範，做一個優秀的公民。",Yes,Time Not Mentioned|偷情風波|,,0.4422591030597687,2,0,298,Incorrect,"Time Not Mentioned,偷情,風波",,Probably Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡最近因為捲入桃色糾紛而成為了各大娛樂新聞的焦點。早前，內地網紅都美竹在社交平台發文揭露，吳亦凡以挑選藝人為藉口「潛規則」女藝人，引起了廣泛關注。北京公安也曾表示會介入調查此事。

而今晚（31/7），北京公安透過官方微博「平安北京朝陽」發布最新消息，指吳亦凡涉嫌強姦罪，目前已被刑事拘留。此事件引起了不小的震驚和追究，吳亦凡的粉絲和圈內人士也紛紛發表聲明，表達對事件的擔憂和失望。

北京公安表示，案件的偵辦工作正在進一步的展開當中，會按照程序來進行調查和審核，並保障當事人的權益，為社會公正行事。而對於吳亦凡的涉嫌犯罪行為，大家都表示深切的關注和譴責，呼籲中國社會尊重法律和公正，保障女性的權益和保護。",No,,圈內人士也紛紛發表聲明|,0.4600782096385956,0,1,309,Basic Correct,,"圈,內,人士,也,紛紛,發表,聲,明",Probably Truth,Partially Correct
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉嫌強姦罪被刑事拘留，引起了不少熱議。據北京公安透露，這名男星涉嫌利用手中的權利和地位來進行性侵犯行為。
此事的起因是一名網紅都美竹在社交平台上揭露，吳亦凡利用選拔藝人的借口來對女藝人施加壓力，進而發生肉體關係。隨後，不少女藝人前來爆料，指自己曾遭到吳亦凡的性侵犯行為。這些爆料引起了公眾的關注和譴責。
北京公安表示，對於這些指控已經啟動了調查，並在近日完成了聽證會，才得出吳亦凡涉嫌強姦罪的結論。目前，警方正在進一步調查案件，以便為受害者伸張正義。
吳亦凡是一名頗受歡迎的內地男星，曾活躍於影視歌壇。此次事件的發生，引起了社會的關注和討論，也引發了對文娛圈內部黑暗面的反思。希望這起事件能夠得到妥善解決，並成為文娛圈激勵健康發展的反面教材。",Yes,,不少女藝人前來爆料|,0.2049619704484939,0,1,328,Basic Correct,,"不,少女,藝,人,前,來,爆料",Truth,Incorrect
Entertainment & Sport,Hong Kong 01,8,"內地男星吳亦凡涉嫌強姦罪，被北京公安刑事拘留。消息指出，吳亦凡早前被內地網紅都美竹大爆「選妃潛規則」，指他借挑選藝人為藉口而「潛規則」女藝人，引發熱議。

吳亦凡涉嫌強姦罪的消息，引起了社會的廣泛關注。北京公安表示，案件偵辦工作正在進一步開展，將會依法嚴肅處理。此消息一出，讓吳亦凡粉絲們十分驚訝與震撼。不少粉絲表示，無論結果如何，都希望能夠看到一個公正的結果。

報導指出，這起案件如果屬實，將會對吳亦凡的事業和名譽造成極大的損害，更可能影響到他在香港、內地甚至全世界的演藝圈地位。

吳亦凡的代理公司也在第一時間釋出聲明，指「品德問題是吳亦凡一直以來的底線，無論在工作，還是生活中，他一直都是嚴格要求自己的。目前案件還在進一步調查當中，代理公司將會全力以赴協助調查工作，同時我們也希望大家能夠給予理解和支持。」

吳亦凡的案件也引起了演藝圈人士的議論。有不少藝人紛紛發聲，表達對吳亦凡的關心和支持。但也有部分藝人直言，希望事件得到澄清，不要讓整個演藝圈失去公信力。

在此，我們呼籲大家要尊重法律和事實，嚴正對待這起涉嫌強姦罪的案件。我們相信，只有公正公平的處理，才能維護各方的權益和社會的正義。",Yes,Time Not Mentioned|吳亦凡的代理公司也在第一時間釋出聲明，指「品德問題是吳亦凡一直以來的底線，無論在工作，還是生活中，他一直都是嚴格要求自己的。目前案件還在進一步調查當中，代理公司將會全力以赴協助調查工作，同時我們也希望大家能夠給予理解和支持。」|,有不少藝人紛紛發聲，表達對吳亦凡的關心和支持|,0.5080132484436035,2,1,500,Incorrect,"Time Not Mentioned,吳亦凡,的,代理公司,也,在,第一時間,釋,出,聲明,指,「,品德,問題,是,吳亦凡,一直,以來,的,底線,無論,在,工作,還是,生活中,他,一直,都是,嚴格要求,自己,的,目前,案件,還在,進一步,調查,當中,代理公司,將會,全力以赴,協助,調查,工作,同時,我們,也,希望,大家,能夠,給予,理解,和,支持,」","有,不少,藝,人,紛紛,發聲,表,達,對,吳,亦,凡,的,關,心,和,支持",Probably Not Truth,Correct
Entertainment & Sport,Lianhe Zaobao,8,"（北京讯）北京市公安局朝阳分局官微昨晚（7月31日）通报，著名艺人吴亦凡因涉嫌强奸，已被刑事拘留。

据通报称，警方接到网友举报，称吴亦凡多次诱骗年轻女性发生性关系等情况。经过调查，吴某凡（男，30岁，加拿大籍）被怀疑涉嫌强奸罪，目前已被朝阳公安分局依法刑事拘留，侦办工作正在进一步开展。

此消息一经传出，立即引发了公众广泛的关注和热议。吴亦凡作为一位年轻有才华的明星，其涉嫌犯罪的消息令人不胜唏嘘。据悉，吴亦凡曾经在华语乐坛取得了不俗的成绩，其活跃于各大综艺节目和影视作品中，拥有着众多拥趸和粉丝。

对于吴亦凡此次涉嫌犯罪的消息，很多网友表示震惊和痛心。有网友指出，艺人作为公众人物，应该时刻保持良好的道德形象，严格自律，做到言行一致。一旦涉嫌犯罪，应该接受法律的制裁，不能抱有侥幸心理，逃避法律的惩罚。

此次吴亦凡被刑事拘留的消息，也再一次提醒大家，任何人都应该遵守法律，不得侵犯他人的权益和尊严。对于涉嫌犯罪的人，应该坦然面对，向法律询问，接受法律制裁，以此来维护社会的公平和正义。",Yes,,,0.646056592464447,0,0,447,All Correct,,,Probably Not Truth,Incorrect
Entertainment & Sport,Lianhe Zaobao,8,"（北京讯）北京市公安局朝阳分局官方微博昨晚（7月31日）发布通报称，著名艺人吴亦凡因涉嫌强奸罪被刑事拘留。此前，针对网友举报的“吴某凡多次诱骗年轻女性发生性关系”等情况，警方展开了调查。

通报中指出，吴某凡是一名30岁的加拿大籍男性，他因涉嫌强奸罪被朝阳公安分局依法刑事拘留。目前，警方已经启动了进一步的侦办工作。

事件发生后，吴亦凡方面尚未发表正式声明，不过，网上流传出一份涉嫌是吴亦凡恋爱契约的文件。该文件中写明，吴亦凡需要“在诱奸年轻女性后提供支持或慰藉”，并规定了双方在结束关系后所应遵守的条款。

此次事件引起了广泛关注和讨论。不少网友纷纷表达了对吴亦凡行为的谴责和愤怒，并且呼吁警方依法惩处。同时，也有人在社交媒体上对吴亦凡表示支持，认为其是受到了污名化和攻击。

对于这个事件，我们将持续关注并及时更新。因为现在的社会可谓是发展迅速，人们的心态变化无时无刻，随时随地在发生着许多奇怪的事情，我们要做的就是及时更新事态进展，将最新的信息呈现给读者，让大家对事情有更准确的了解。",No,,不过，网上流传出一份涉嫌是吴亦凡恋爱契约的文件。该文件中写明，吴亦凡需要“在诱奸年轻女性后提供支持或慰藉”，并规定了双方在结束关系后所应遵守的条款|,0.0753838121891021,0,1,446,Basic Correct,,"不过,网上,流传,出,一份,涉嫌,是,吴亦凡,恋爱,契约,的,文件,该,文件,中,写明,吴亦凡,需要,“,在,诱奸,年轻,女性,后,提供,支持,或,慰藉,”,并,规定,了,双方,在,结束,关系,后,所,应,遵守,的,条款",Truth,Incorrect
Entertainment & Sport,Lianhe Zaobao,8,"北京市公安局朝阳分局官微在7月31日晚上发布消息，著名艺人吴亦凡因涉嫌强奸罪被刑事拘留。这则通报是对网络举报的回应，举报指控吴某凡多次诱骗年轻女性发生性关系等涉及重大犯罪的行为。经过警方的调查，吴某凡（男，30岁，加拿大籍）被依法刑事拘留，目前侦办工作正在进一步开展。

这则通报引起了社会的广泛关注，吴亦凡是华语娱乐界的知名艺人，他曾经参加过《中国好声音》、《偶像练习生》等节目，并且在国内外都有很多粉丝。但是，他的追星群体对这则消息的反应却是各不相同。有些粉丝表示难以接受这个事实，认为是诽谤；而另一些粉丝则表示对吴亦凡的失望和愤怒。

据了解，吴亦凡被指控的强奸罪行并非仅有一次，而是多次发生。同时，警方还表示会严格依法依规进行调查，揭开真相，打击犯罪。

这则新闻引发了娱乐圈和社交网络的舆论风暴，各种猜测和讨论随之而来。目前，网上对于吴亦凡的声讨和谴责依旧不断，而吴亦凡本人尚未做出任何回应。不管最终的结果是什么，对于公众来说，保护未成年人和女性的利益是社会应该做出的最基本的责任，也是每个人应该予以支持和关注的。",Yes,,他曾经参加过《中国好声音》、《偶像练习生》等节目|,0.233420729637146,0,1,462,Basic Correct,,"他,曾经,参加,过,《,中国好声音,》,、,《,偶像练习生,》,等,节目",Truth,Incorrect
Entertainment & Sport,Lianhe Zaobao,8,"7月31日晚，北京市公安局朝阳分局官方微博发布通报，著名艺人吴亦凡因涉嫌强奸被刑事拘留。

据通报，警方接到网络举报称“吴某凡多次诱骗年轻女性发生性关系”，经过调查，吴某凡（男，30岁，加拿大籍）因涉嫌强奸罪已被朝阳公安分局依法刑事拘留，侦办工作正在进一步开展。

消息一出，立刻引发了舆论关注，网友们纷纷谴责强奸行为。而吴亦凡本人也在微博上发表声明，表示将配合警方调查，将协助相关部门查清事实。

吴亦凡是一名出色的演员和歌手，曾在《我是歌手》中担任选手，凭借出色的表现一度成为节目中的焦点。此次事件的发生，不仅令粉丝们倍感震惊，也让社会对维护女性权益的重要性再次引起关注。

随着公安部门的调查深入，更多的事实将浮出水面。无论结果如何，相信这次事件的发生都将让每个人警惕自身行为，珍视他人权益，共同维护社会正义。",Yes,而吴亦凡本人也在微博上发表声明，表示将配合警方调查，将协助相关部门查清事实|,曾在《我是歌手》中担任选手|,0.6126111149787903,1,1,358,Incorrect,"而,吴亦凡,本人,也,在,微博,上,发表,声明,表示,将,配合,警方,调查,将,协助,相关,部门,查清,事实","曾,在,《,我是歌手,》,中,担任,选手",Probably Not Truth,Correct
Entertainment & Sport,Lianhe Zaobao,8,"北京时间7月31日晚，北京市公安局朝阳分局官方微博发布消息称，著名艺人吴亦凡因涉嫌强奸罪，已被刑事拘留。据相关媒体报道，此消息一经发布，立刻引起了社会各界的广泛关注。

据悉，吴亦凡是一位知名的歌手、演员和模特，曾经拥有全球数百万的粉丝，其影响力非常大。然而，近年来，吴亦凡多次因涉嫌吸毒、性侵等事件而引发争议，广受诟病。

此次事件源于网络上的一份举报信，内容称吴亦凡多次诱骗年轻女性发生性关系，并且以权势逼迫对方不得泄露。对此，警方立即介入调查，并于近日采取强制措施对吴亦凡进行了调查。

据相关的警方人员透露，吴亦凡在调查过程中拒不认罪，并保留了其辩护权。警方表示，他们将在依法审理过程中，严格依照法律程序，将此案调查到底，维护社会公正和正义。

此次吴亦凡纵容、诱骗年轻女性并涉嫌强奸的事件，再次引起了社会大众和媒体的高度关注。如何加强对女性安全的保护以及如何引导年轻人树立正确的价值观，也成为了近年来的一大社会议题。

同时，这也再次提醒各行各业人士应积极遵守各项法律法规，坚守道德底线，维护社会公德和职业道德。希望这样的事件少一些，人们都能够生活在一个和谐、安全、繁荣的社会中。",Yes,据相关的警方人员透露，吴亦凡在调查过程中拒不认罪，并保留了其辩护权|,吴亦凡多次因涉嫌吸毒|,0.434989184141159,1,1,495,Incorrect,"据,相关,的,警方人员,透露,吴亦凡,在,调查,过程,中,拒不,认罪,并,保留,了,其,辩护权","吴亦凡,多次,因,涉嫌,吸毒",Probably Truth,Incorrect
